"O_ORDERKEY","O_CUSTKEY","O_ORDERSTATUS","O_TOTALPRICE","O_ORDERDATE","O_ORDERPRIORITY","O_CLERK","O_SHIPPRIORITY","O_COMMENT"
42997926,1127774,"P",126610.42,"1995-04-18","1-URGENT","Clerk#000009846",0,"slyly even deposits boost slyly furiously silent sautern"
42997952,700069,"F",80220.58,"1995-02-06","1-URGENT","Clerk#000008905",0,"n braids cajole carefully final frets. final theodolites cajole slyl"
42997990,510217,"O",97670.70,"1995-10-14","5-LOW","Clerk#000005773",0,"ely express asymptotes. final de"
42997991,1214111,"O",123984.34,"1995-09-08","5-LOW","Clerk#000001950",0,"gular instructions doze fu"
42998018,1038862,"O",181874.19,"1995-10-29","4-NOT SPECIFIED","Clerk#000002523",0,"s. unusual requests are furiously am"
42998019,130684,"O",31443.52,"1995-07-17","4-NOT SPECIFIED","Clerk#000000949",0," slyly ironic hockey play"
42998020,393428,"O",199619.77,"1995-07-18","3-MEDIUM","Clerk#000003891",0,"efully special requests before the blithely even excuses may sleep f"
42998023,403217,"P",130017.44,"1995-03-05","3-MEDIUM","Clerk#000001486",0,"yly ironic deposits boost! regular d"
42998053,1151383,"O",238437.12,"1995-12-09","1-URGENT","Clerk#000003640",0," furiously regular notornis wake bravely daring foxes. furiously speci"
42998086,1473371,"P",267646.54,"1995-06-01","1-URGENT","Clerk#000003484",0,"ole about the ironic, furious"
42998087,929861,"F",32015.64,"1995-01-09","2-HIGH","Clerk#000000847",0,"ges along the furiously final"
42998112,1159765,"O",269578.46,"1995-08-10","2-HIGH","Clerk#000000593",0,"ss the even, final asymptotes pl"
42998117,627242,"O",107521.08,"1995-07-08","5-LOW","Clerk#000009615",0,"ts sleep furiously. ironic foxes should affix "
42998147,162640,"O",301218.08,"1995-06-18","4-NOT SPECIFIED","Clerk#000009736",0,"e bold theodolites. furiously regular pinto beans accord"
42998150,30155,"O",25754.73,"1995-11-16","2-HIGH","Clerk#000002443",0,"thely on the even courts. unusual, express pinto beans according"
42998151,1299805,"O",76343.69,"1995-09-08","4-NOT SPECIFIED","Clerk#000007153",0," the unusual pinto beans. bli"
42998180,1416658,"O",234201.68,"1995-08-23","3-MEDIUM","Clerk#000004723",0,". ironic, ironic packages nag silent"
42998181,240575,"F",31764.63,"1995-02-12","3-MEDIUM","Clerk#000005367",0," special platelets caj"
42998212,933776,"O",35647.49,"1995-08-11","2-HIGH","Clerk#000005472",0,"es. quickly regular deposits boost blithely about the slyly "
42998240,1258247,"O",254896.19,"1995-08-02","3-MEDIUM","Clerk#000008137",0,"ously bold packages. carefully final instructions integrate fluffily"
42998274,587870,"O",154987.21,"1995-11-09","5-LOW","Clerk#000008760",0,"uests wake blithely. express realms in"
42998275,1324618,"O",70450.43,"1995-07-27","2-HIGH","Clerk#000003661",0,"rnis. furiously unusual requests wake quickly about the unusua"
42998308,1440958,"P",190172.72,"1995-02-28","3-MEDIUM","Clerk#000004650",0," foxes are above the quickly regular th"
42998309,662848,"O",156210.51,"1995-11-30","2-HIGH","Clerk#000003638",0," cajole furiously. ironic deposits haggle furiously."
42998336,7265,"O",140730.78,"1995-10-08","5-LOW","Clerk#000003355",0," special deposits wake carefully. ironic "
42998342,1033774,"O",3954.00,"1995-12-27","5-LOW","Clerk#000007977",0,"ions. final ideas cajole. quickly regular pack"
42998371,604813,"F",132822.60,"1995-03-25","1-URGENT","Clerk#000009122",0,"p carefully alongside of the pending Tires"
42998372,1080001,"F",89114.83,"1995-03-03","4-NOT SPECIFIED","Clerk#000003029",0," quickly furiously ironic accounts. unusual deposits according to the "
42998402,1285669,"O",213726.87,"1995-11-24","4-NOT SPECIFIED","Clerk#000000685",0,"l excuses nag thinly. quic"
42998406,1141691,"O",96847.15,"1995-11-14","1-URGENT","Clerk#000008530",0," packages. even foxes affix silent, bold deposits. furious"
42998434,443579,"O",19454.55,"1995-12-03","5-LOW","Clerk#000003954",0,"e carefully bold accounts. final accounts sleep accor"
42998468,750349,"P",123334.95,"1995-05-15","5-LOW","Clerk#000001462",0,"ag quickly bold packa"
42998471,1477789,"O",99581.46,"1995-12-03","2-HIGH","Clerk#000004514",0,"sleep thinly unusual excuses. slyly even pac"
42998500,545216,"O",212204.32,"1995-09-05","4-NOT SPECIFIED","Clerk#000006497",0," the regular pinto beans. slyly regular asym"
42998503,728044,"O",264816.99,"1995-10-30","5-LOW","Clerk#000004504",0,"latelets wake alongside of the slyly silent requests. ironic foxes detec"
42998531,1259782,"O",18155.70,"1995-10-01","1-URGENT","Clerk#000006541",0,"lyly final ideas cajole blithely"
42998560,367661,"O",225389.46,"1995-12-27","1-URGENT","Clerk#000000199",0,"osits. special excuses integrate. blithely regular deposits use! f"
42998598,1147729,"P",182753.69,"1995-04-29","4-NOT SPECIFIED","Clerk#000003887",0,"s. final, pending instructions "
42998599,1354678,"F",178635.14,"1995-02-01","4-NOT SPECIFIED","Clerk#000002579",0,"lowly regular instructions across the blithely regular ideas"
42998662,206225,"O",24801.41,"1995-04-27","1-URGENT","Clerk#000007609",0,"quickly final dependencies affix slyly after the blithely fi"
42998694,886891,"O",241864.92,"1995-09-07","4-NOT SPECIFIED","Clerk#000001200",0," ideas wake blithely ironic deposits. silently even packages h"
42998755,91561,"O",144143.61,"1995-09-04","4-NOT SPECIFIED","Clerk#000007063",0,"ngly regular theodolites. fluffily even dugou"
42998756,1352198,"O",82951.04,"1995-05-28","4-NOT SPECIFIED","Clerk#000002013",0," frays sleep according to the"
42998821,1331092,"O",282174.66,"1995-10-31","4-NOT SPECIFIED","Clerk#000009329",0,"slyly close pinto beans haggle slyly. ironic reque"
42998848,1217741,"O",70974.08,"1995-08-13","4-NOT SPECIFIED","Clerk#000003326",0,"cross the quickly even foxes. furiously final packages d"
42998853,1293073,"O",170312.73,"1995-12-18","2-HIGH","Clerk#000002380",0,"grow carefully after the blithely ruthless theod"
42998880,1485454,"O",169609.08,"1995-10-09","3-MEDIUM","Clerk#000004683",0,"the slyly express accounts. silent theodolites nag car"
42998883,742375,"P",127670.86,"1995-05-17","3-MEDIUM","Clerk#000009969",0,"g to the furiously regular deposits cajole according to the"
42998915,647537,"O",139279.88,"1995-08-05","4-NOT SPECIFIED","Clerk#000006428",0,"es across the blithely express packages boost slyly along "
42998917,1101397,"P",154133.05,"1995-05-08","1-URGENT","Clerk#000001832",0,"ully bold instructions integrate slyly st"
42998944,749992,"F",254199.29,"1995-02-06","2-HIGH","Clerk#000005026",0,"ainst the regular acc"
42999008,1077559,"O",335712.03,"1995-11-04","4-NOT SPECIFIED","Clerk#000003589",0,"sly ironic ideas. fluffily regular "
13203041,373019,"O",56063.71,"1995-05-04","1-URGENT","Clerk#000003713",0,"ructions against the final dependencies boost blithely a"
13203044,7921,"F",17419.59,"1995-02-01","5-LOW","Clerk#000000940",0,"lthily final, ironic req"
13203072,432584,"F",49692.11,"1995-04-25","2-HIGH","Clerk#000009944",0,"eposits boost furiously final, final instructions. exp"
13203077,489010,"O",195766.86,"1995-12-02","1-URGENT","Clerk#000008037",0,"s sleep around the carefully final requests."
13203079,30761,"O",158556.44,"1995-11-17","4-NOT SPECIFIED","Clerk#000000587",0,"al deposits use quickly blithe requests. pending, regular package"
13203108,1044101,"O",197287.01,"1995-10-19","1-URGENT","Clerk#000009596",0,"ate blithely. even theodol"
13203142,720514,"O",238455.39,"1995-08-25","1-URGENT","Clerk#000007940",0," unusual asymptotes hagg"
13203173,521057,"O",71826.54,"1995-11-08","4-NOT SPECIFIED","Clerk#000008919",0,"olphins. excuses after the platelets are fluffily across the unusual instruct"
13203175,143527,"O",232713.61,"1995-06-19","1-URGENT","Clerk#000002509",0,"nic platelets. regular grouches maintain furiously. blithely even theodoli"
13203202,1115582,"O",101549.76,"1995-08-25","4-NOT SPECIFIED","Clerk#000001246",0,"g gifts among the pending requests haggle slyly furiousl"
13203205,900979,"O",158714.02,"1995-10-01","4-NOT SPECIFIED","Clerk#000003485",0,"egular, ironic pinto beans about the daringly ironic instructions"
13203264,1430020,"F",208831.84,"1995-01-27","1-URGENT","Clerk#000006857",0," special packages. frays integrate. carefully express requests affix caref"
13203270,1000216,"O",167892.92,"1995-08-17","1-URGENT","Clerk#000002022",0,"nal accounts around the idly even accoun"
13203299,1464539,"P",177755.14,"1995-03-25","1-URGENT","Clerk#000008323",0,". special dependencies along the express, unusua"
13203303,396256,"P",301136.70,"1995-03-22","2-HIGH","Clerk#000007722",0,"ic platelets wake quickly. blithely even packages according to the accou"
13203361,254593,"F",78278.86,"1995-02-07","1-URGENT","Clerk#000007662",0,"ticing pinto beans cajole slyly. regular de"
13203393,698440,"O",206196.18,"1995-10-11","2-HIGH","Clerk#000000384",0,"e blithely alongside of the fluf"
13203425,44524,"P",160765.36,"1995-05-08","5-LOW","Clerk#000009646",0,"kages about the asymptotes"
13203426,1282582,"O",63366.58,"1995-09-28","3-MEDIUM","Clerk#000006826",0,"nts: ironic packages abo"
13203429,1313984,"F",152004.74,"1995-03-14","2-HIGH","Clerk#000002771",0,"ng, regular patterns according to the ironic, ironic instructi"
13203430,1121878,"O",135909.73,"1995-09-28","3-MEDIUM","Clerk#000006226",0,"ss accounts are blithely? slyly"
13203495,805076,"O",79561.83,"1995-09-25","1-URGENT","Clerk#000006914",0,"cial pinto beans. fluffily pending requests affix. quickly"
13203527,804544,"O",21990.29,"1995-10-30","5-LOW","Clerk#000009264",0,"ever even epitaphs. special, regular epitaphs about the carefully express f"
13203617,1237756,"O",24668.30,"1995-06-02","5-LOW","Clerk#000007489",0,"r packages. even, final requests cajole silently according to the"
13203622,892576,"O",129627.31,"1995-06-25","2-HIGH","Clerk#000004643",0,"thely ironic pinto beans use"
13203653,1293155,"P",80000.38,"1995-03-28","5-LOW","Clerk#000004499",0,"tes. final, regular accounts use after the "
13203655,190726,"O",38721.61,"1995-10-02","5-LOW","Clerk#000003247",0,"usly regular deposits af"
13203681,762391,"O",127173.45,"1995-12-11","3-MEDIUM","Clerk#000008250",0,"tions. furiously silent foxes boost never. pending ideas use after"
13203719,1044448,"F",177474.55,"1995-01-12","2-HIGH","Clerk#000000290",0,"ptotes. even accounts"
13203781,980668,"O",278898.74,"1995-06-22","1-URGENT","Clerk#000009625",0,"e final packages. quickly busy ideas was behind "
13203813,1014913,"O",87410.27,"1995-07-21","5-LOW","Clerk#000008219",0,"fully silent requests cajo"
13203842,107545,"O",245500.62,"1995-11-26","3-MEDIUM","Clerk#000006337",0,"the packages wake slyly fluffily regular accounts. fluffily regular requ"
13203936,1186606,"F",99900.25,"1995-03-24","2-HIGH","Clerk#000008111",0,"ecial theodolites. slyly special pinto bean"
13203942,666860,"F",248658.96,"1995-02-27","5-LOW","Clerk#000003947",0,"lly unusual accounts nag blithely af"
13203968,730306,"O",234255.93,"1995-09-20","4-NOT SPECIFIED","Clerk#000003880",0,"n deposits wake near the blithely even requests."
13203970,1253011,"P",278263.48,"1995-04-03","5-LOW","Clerk#000005178",0,"uld wake furiously. pendi"
13203972,348481,"O",150406.69,"1995-09-24","3-MEDIUM","Clerk#000007196",0,"ly special dependencies are past the ironic epitaphs. carefu"
13204036,173602,"O",157908.52,"1995-12-22","1-URGENT","Clerk#000009209",0,"le fluffily instructions. ironically silen"
13204037,222487,"F",37457.44,"1995-02-09","1-URGENT","Clerk#000008301",0,"arefully across the carefully regular re"
13204038,1317220,"O",82263.39,"1995-07-29","5-LOW","Clerk#000003703",0,"old foxes. furiously ironic ideas across th"
13204039,688,"O",212118.92,"1995-12-29","5-LOW","Clerk#000003053",0,"dolites. slyly unusual theodolites are even attainme"
13204103,1356964,"P",141222.42,"1995-03-21","2-HIGH","Clerk#000007958",0,"ssly special courts c"
13204133,1176001,"O",77057.66,"1995-07-30","4-NOT SPECIFIED","Clerk#000009812",0,"deposits solve furio"
13204134,1043174,"O",147490.64,"1995-06-07","4-NOT SPECIFIED","Clerk#000003152",0,"tly among the even requests. bl"
13204199,1294147,"P",174040.62,"1995-05-06","3-MEDIUM","Clerk#000009404",0,"al pinto beans cajole slyly-- final, regular depend"
13204224,714919,"O",205394.06,"1995-05-28","3-MEDIUM","Clerk#000002056",0,"y. ironic, final warthogs dazzle above the slyly final hocke"
13204225,637850,"O",148174.49,"1995-10-12","2-HIGH","Clerk#000003985",0," packages. fluffily final accounts alon"
13204289,1004372,"O",35343.11,"1995-05-14","2-HIGH","Clerk#000007149",0,"re above the express requests. furiously regular platelets wake "
13204325,548669,"O",20555.08,"1995-05-10","1-URGENT","Clerk#000005731",0,"lithely final accounts wake quickly fur"
13204352,445408,"O",160288.45,"1995-10-26","2-HIGH","Clerk#000004447",0,"nal ideas. carefully unusual esc"
13204353,951245,"F",206581.32,"1995-02-12","1-URGENT","Clerk#000004640",0,"sly dependencies. slyly regu"
13204384,1290944,"P",192080.87,"1995-03-13","1-URGENT","Clerk#000004866",0," blithely regular deposits boost fluffily. busily even"
13204389,684361,"O",73756.75,"1995-07-03","5-LOW","Clerk#000008996",0,"excuses haggle according to the pinto beans! carefully"
13204417,340822,"P",227064.75,"1995-04-12","4-NOT SPECIFIED","Clerk#000000199",0,"es sleep slowly care"
13204418,1182781,"F",177873.73,"1995-01-30","4-NOT SPECIFIED","Clerk#000002484",0,". bold packages among"
13204455,19121,"F",132492.42,"1995-04-14","2-HIGH","Clerk#000003807",0,"inal ideas integrate blithely: ironic, even pin"
13204483,73811,"O",75462.62,"1995-08-29","5-LOW","Clerk#000003086",0,"sts. slyly even requests use. fluffily pending requests above the quickly f"
13204486,1230053,"O",206763.35,"1995-12-09","1-URGENT","Clerk#000002897",0,"e carefully ironic requests. blithel"
13204487,498574,"O",19418.89,"1995-06-16","1-URGENT","Clerk#000004469",0,"efully regular packages haggle blithely slyly express packages. even, expr"
13204517,1362964,"O",71533.62,"1995-12-05","5-LOW","Clerk#000001985",0,"ost fluffily slyly regular"
13204578,239558,"P",198027.61,"1995-05-03","4-NOT SPECIFIED","Clerk#000001567",0,"long the final accounts sleep pinto beans. finally special excuses wake f"
13204582,1359431,"P",81065.59,"1995-03-01","3-MEDIUM","Clerk#000002168",0,"silent deposits cajole. slyly bold fox"
13204613,213613,"F",311415.67,"1995-03-09","2-HIGH","Clerk#000001003",0,"ly ironic accounts haggle slyly. express instructions sleep ca"
13204676,791875,"O",4707.45,"1995-11-06","2-HIGH","Clerk#000003465",0,"luffily blithely silent request"
13204709,1037320,"O",232324.16,"1995-10-12","3-MEDIUM","Clerk#000001156",0,"final requests. unusual, express p"
13204711,606778,"O",10423.72,"1995-10-16","5-LOW","Clerk#000000433",0,"dolites are never alongside of the fluffily fina"
13204743,322972,"O",42926.22,"1995-08-25","5-LOW","Clerk#000006426",0,"er the ironic accounts use furiously slyly regular dolphins. quick"
13204803,1298335,"F",82646.53,"1995-02-07","5-LOW","Clerk#000003301",0," furiously bold foxes boost evenly inside the carefully regular"
13204807,258379,"O",79192.25,"1995-08-01","4-NOT SPECIFIED","Clerk#000001342",0,"lly final packages integrate. never express packages are fluffily"
13204838,71779,"O",343520.57,"1995-07-21","4-NOT SPECIFIED","Clerk#000001260",0,"etect slyly fluffily regular foxes. final foxes sleep. re"
13204898,734302,"P",137530.55,"1995-03-18","2-HIGH","Clerk#000007329",0,"ding deposits. ironic, regular depths use"
13204994,911512,"P",229866.34,"1995-05-20","5-LOW","Clerk#000006949",0,"ut the even instructions. express deposits use car"
13204995,268222,"O",2326.20,"1995-06-02","5-LOW","Clerk#000005680",0," foxes haggle slyly about the ironic theodolites. ironic, stealthy packages"
13205025,256852,"O",161380.56,"1995-12-04","1-URGENT","Clerk#000003128",0,"press foxes hinder blithely. furiously ironic"
13205030,493681,"O",328587.01,"1995-09-12","3-MEDIUM","Clerk#000000662",0,"ending depths would int"
13205063,1402678,"F",178181.33,"1995-01-02","2-HIGH","Clerk#000009215",0," the blithely ironic accounts boost ironic asymptotes! even asympto"
13205088,808610,"O",5772.32,"1995-12-31","1-URGENT","Clerk#000001470",0,"cial requests. packages nag furiously at the care"
13205089,305608,"O",184354.59,"1995-08-26","5-LOW","Clerk#000009518",0,"sits. bold, regular ideas h"
13205091,395533,"P",171958.28,"1995-03-29","3-MEDIUM","Clerk#000001165",0,"lithely even frays. carefully pending instructions sublate."
13205094,139963,"O",2907.53,"1995-11-02","3-MEDIUM","Clerk#000005980",0," blithely regular packages mold blithely regular frets."
13205125,1298056,"F",220554.63,"1995-01-07","2-HIGH","Clerk#000002192",0,"ing to the bold, unusual accounts. slyly bold pinto"
13205188,64520,"O",42032.18,"1995-11-29","4-NOT SPECIFIED","Clerk#000007680",0,"rs. asymptotes above the regular asympt"
13205285,1341082,"P",188049.00,"1995-04-14","3-MEDIUM","Clerk#000003735",0,"ent instructions. ruthlessly final ideas nag careful"
13205313,385450,"F",194913.00,"1995-01-01","2-HIGH","Clerk#000001481",0,"out the platelets. stealthy dependen"
13205348,206416,"O",275473.84,"1995-09-22","1-URGENT","Clerk#000009087",0,"ronic requests within the regular, regular multipliers impress "
13205351,674821,"O",152187.05,"1995-10-17","5-LOW","Clerk#000007133",0,"fluffily pending packages wake. bold, pending accounts sleep furiously "
13205380,447316,"O",20703.07,"1995-10-06","1-URGENT","Clerk#000007582",0,"es cajole against the slyly express pack"
13205383,305437,"O",179290.39,"1995-07-04","5-LOW","Clerk#000005090",0,"ts. final pearls haggle slyly along the carefully pe"
13205414,184904,"O",86517.12,"1995-06-30","2-HIGH","Clerk#000005170",0,"sits wake quickly above the regular, pending requests. spe"
13205442,424061,"F",21166.35,"1995-01-27","3-MEDIUM","Clerk#000009095",0,"y against the blithely unusual foxes. special excu"
13205538,728189,"O",95523.48,"1995-08-18","5-LOW","Clerk#000007876",0,"s haggle slyly ironic requests. always final theodolites after the "
13205575,295852,"O",91629.85,"1995-11-25","2-HIGH","Clerk#000008007",0,"ackages wake quickly carefully ironic "
13205606,763147,"O",49612.01,"1995-09-25","5-LOW","Clerk#000001814",0,"cuses sublate according to the bold packages. pending deposits according to"
13205696,142460,"O",177283.67,"1995-11-05","1-URGENT","Clerk#000000406",0,"arefully special accounts about "
13205698,1219082,"O",175617.92,"1995-11-16","3-MEDIUM","Clerk#000007061",0,"furiously furious, quiet packages. final"
13205702,1081516,"P",48228.52,"1995-04-12","3-MEDIUM","Clerk#000008085",0," carefully special accounts. unusual accounts wak"
13205733,643087,"O",63821.37,"1995-08-06","3-MEDIUM","Clerk#000008695",0,"lent theodolites. regular instructions "
13205825,1361081,"O",66835.72,"1995-10-27","4-NOT SPECIFIED","Clerk#000003203",0,"yly ironic packages boost furiously"
13205857,363959,"P",267495.31,"1995-03-27","2-HIGH","Clerk#000009971",0,"e quickly ironic deposits. slyly silent ideas snooze carefully alongside"
13205888,1403647,"P",198054.26,"1995-03-06","3-MEDIUM","Clerk#000005325",0,"iously regular foxes among the slyly bold requests could sleep accor"
13205893,940483,"O",50795.43,"1995-08-06","4-NOT SPECIFIED","Clerk#000001774",0,"eans integrate pending requests"
13205920,521669,"O",120388.71,"1995-07-15","4-NOT SPECIFIED","Clerk#000007872",0,"d deposits cajole blithely around the car"
13205923,1194272,"P",253234.97,"1995-04-29","3-MEDIUM","Clerk#000005084",0,"haggle carefully about the quickly ironic ideas. fluffily final requests wa"
13205952,383146,"O",91794.77,"1995-08-18","2-HIGH","Clerk#000009146",0,"e quick requests cajole carefully after the quickly ironic pinto beans. final"
13205958,1329916,"O",116973.35,"1995-04-16","5-LOW","Clerk#000009630",0,"ackages are along the slyly e"
13205988,338138,"F",76329.39,"1995-01-15","2-HIGH","Clerk#000009538",0,"ess furiously blithely thin theodo"
13205991,927469,"O",1907.62,"1995-06-28","4-NOT SPECIFIED","Clerk#000009090",0,"ickly along the ironic deposits. furiously close packages cajole furi"
43586114,1439734,"F",49033.97,"1995-05-02","5-LOW","Clerk#000000660",0,"deas sleep carefully alongside "
43586144,105638,"F",73066.04,"1995-01-18","1-URGENT","Clerk#000003196",0,"ounts mold ruthlessly around the "
43586148,668428,"O",131992.87,"1995-08-27","5-LOW","Clerk#000009876",0,"cial deposits across the furiously final decoys are fluffily against the f"
43586149,753730,"F",205626.10,"1995-01-23","3-MEDIUM","Clerk#000003493",0,"ely! carefully final ideas was. instructions a"
43586182,379565,"P",264042.99,"1995-04-01","5-LOW","Clerk#000008544",0,"nusual pinto beans cajole. ironic pearls sleep furiously fluffy account"
43586208,1040470,"O",321606.89,"1995-07-31","5-LOW","Clerk#000002345",0,"es detect according to the slyly regular warthogs. regul"
43586244,507334,"O",266820.40,"1995-11-18","5-LOW","Clerk#000002319",0,"usual pinto beans. blit"
43586245,762025,"O",342337.28,"1995-05-23","4-NOT SPECIFIED","Clerk#000006482",0,"ly even pinto beans ac"
43586272,715414,"O",69461.81,"1995-08-19","5-LOW","Clerk#000005491",0,"ake slyly around the slyly even foxes. quickly even acco"
43586273,1460620,"O",360885.36,"1995-12-10","3-MEDIUM","Clerk#000005566",0,"ing theodolites wake bold waters. furiously even "
43586278,1072706,"P",138872.13,"1995-04-24","3-MEDIUM","Clerk#000008527",0,"usual requests cajole quickly above the quickly fi"
43586336,133757,"O",108179.56,"1995-06-26","4-NOT SPECIFIED","Clerk#000002583",0,"es. slyly bold escapades cajole blithely about the regular"
43586340,43418,"O",150170.92,"1995-09-17","3-MEDIUM","Clerk#000006942",0,"ole blithely against the furiously brav"
43586406,345478,"O",199180.03,"1995-06-14","5-LOW","Clerk#000000087",0," packages boost slyly. slyly pending asy"
43586435,207697,"F",82352.85,"1995-01-05","5-LOW","Clerk#000005272",0," theodolites cajole across the special patterns. furious"
43586497,297671,"O",158894.13,"1995-10-02","3-MEDIUM","Clerk#000008423",0,"sts nag according to t"
43586500,169952,"O",102620.89,"1995-10-06","2-HIGH","Clerk#000005420",0,"final, even requests are furiously furiously expr"
43586532,299569,"O",211186.74,"1995-08-27","3-MEDIUM","Clerk#000002311",0,"thely special packages. furiously special accounts cajole "
43586562,1183163,"O",300366.84,"1995-08-14","4-NOT SPECIFIED","Clerk#000002554",0,"lly-- blithely ironic excuses cajo"
43586565,881833,"P",380559.87,"1995-04-06","3-MEDIUM","Clerk#000009137",0,". packages above the special accounts haggle furiously among the quickl"
43586567,622687,"P",374815.39,"1995-06-01","1-URGENT","Clerk#000004057",0,"ely even foxes engage quickly bold, pending asympto"
43586597,822082,"F",44044.12,"1995-02-11","4-NOT SPECIFIED","Clerk#000009559",0," deposits boost furiously final accounts. furiously final acc"
43586630,1216148,"O",173545.71,"1995-09-09","2-HIGH","Clerk#000005413",0,"he quickly regular somas. i"
43586661,499786,"O",258049.52,"1995-07-02","2-HIGH","Clerk#000000657",0,"unts sleep silent, even "
43586662,1389826,"P",86708.88,"1995-05-03","4-NOT SPECIFIED","Clerk#000008204",0,"c packages wake slyly slyly even pinto beans. regular theodol"
43586688,232360,"O",85821.71,"1995-08-11","4-NOT SPECIFIED","Clerk#000001515",0,"lithely special pearls about the furiously unusual acco"
43586690,764042,"O",110862.46,"1995-11-17","3-MEDIUM","Clerk#000004131",0,"g, regular deposits. blithely fin"
43586724,529871,"F",162477.90,"1995-01-11","3-MEDIUM","Clerk#000001762",0,"carefully final gifts. blithely unusual deposits haggle slyl"
43586787,848428,"O",203359.19,"1995-12-07","2-HIGH","Clerk#000000963",0,"mong the furiously special dep"
43586788,521189,"O",918.50,"1995-11-01","4-NOT SPECIFIED","Clerk#000007792",0,"nic foxes detect quickly among the final foxes. slyly ironic platelets hag"
43586816,71992,"P",41953.12,"1995-06-04","1-URGENT","Clerk#000004729",0," blithely regular packages caj"
43586818,1267171,"O",303901.62,"1995-09-19","2-HIGH","Clerk#000009410",0,"ccounts integrate slyly. express, unusual instructions at the regular, expre"
43586820,1306171,"O",319273.00,"1995-08-05","4-NOT SPECIFIED","Clerk#000002331",0,"t the bold foxes. furiously thin hockey players haggle sile"
43586849,383695,"F",93182.94,"1995-01-31","5-LOW","Clerk#000005818",0,"ar accounts are. fluffily express dolphins about the quickly re"
43586850,231523,"O",76716.77,"1995-11-17","2-HIGH","Clerk#000000361",0,"ly above the slyly regular packages. busily express requests nag fu"
43586886,58754,"O",112035.52,"1995-12-16","5-LOW","Clerk#000008196",0,"ove the quickly special instructions. ruth"
43586914,455282,"O",88753.60,"1995-09-19","2-HIGH","Clerk#000008172",0," slyly regular platelets sleep quickly ruthless instructio"
43586976,1268122,"O",152489.62,"1995-06-03","4-NOT SPECIFIED","Clerk#000008256",0," deposits haggle alongside of the busily "
43586981,850958,"P",240747.34,"1995-05-11","2-HIGH","Clerk#000006218",0," near the carefully ironic deposits. regular pi"
43587040,550295,"O",163664.58,"1995-07-16","1-URGENT","Clerk#000006122",0,"use carefully slyly unusual th"
43587047,1026947,"F",71972.71,"1995-04-19","5-LOW","Clerk#000004622",0,"fily regular packages abou"
43587073,1317847,"O",105525.99,"1995-04-26","2-HIGH","Clerk#000009208",0,"ests unwind carefully along the carefully special asymptotes. daringly "
43587078,510952,"O",191320.42,"1995-11-02","2-HIGH","Clerk#000002804",0,"ully ironic packages."
43587106,1106704,"P",97725.30,"1995-03-26","5-LOW","Clerk#000005199",0,"telets. ironic accounts sleep. carefully final packages grow slyly gi"
43587139,736603,"O",112006.97,"1995-11-14","1-URGENT","Clerk#000008437",0,"p blithely silent instructions. furiously"
43587170,410510,"O",14490.83,"1995-05-24","5-LOW","Clerk#000009393",0,"xes affix furiously stealthy dependencies. carefully pending dinos"
43587200,1342900,"O",141294.02,"1995-07-19","3-MEDIUM","Clerk#000000550",0,"ndencies print. carefully final depos"
43587202,1417549,"P",262505.15,"1995-04-26","2-HIGH","Clerk#000001893",0,"slyly ironic dependencies about the even, pending ideas "
43587232,1499311,"P",154525.83,"1995-03-08","2-HIGH","Clerk#000004276",0,"beans against the bl"
43587300,1480823,"O",100411.23,"1995-11-23","5-LOW","Clerk#000005338",0,"final dependencies wake carefully. carefully fina"
43587301,177706,"F",115143.88,"1995-01-23","2-HIGH","Clerk#000002952",0,"es alongside of the bold reques"
43587360,395045,"P",154000.55,"1995-05-02","3-MEDIUM","Clerk#000003068",0,"fily about the blithely final packages. slyly pending dependencies poach "
43587366,1313636,"O",63381.03,"1995-09-09","5-LOW","Clerk#000000845",0,"hely regular deposits integrate slyly above the warthogs. always"
43587394,1279193,"P",201177.09,"1995-02-25","3-MEDIUM","Clerk#000006773",0,"ickly idle packages wake slyly furiously final foxes. slyly even"
43587395,1394878,"O",49424.62,"1995-06-09","2-HIGH","Clerk#000002446",0,"ep furiously gifts. furiously unusual excus"
43587428,1463671,"F",28718.12,"1995-01-04","2-HIGH","Clerk#000000049",0,"accounts wake carefully along t"
43587429,1403063,"O",95276.19,"1995-10-10","5-LOW","Clerk#000009069",0," silently final packages wake carefully slyly ironic sa"
43587459,577895,"O",52994.10,"1995-09-24","1-URGENT","Clerk#000004310",0,"c deposits. blithel"
43587523,1435889,"O",226819.39,"1995-07-04","5-LOW","Clerk#000000559",0,"arefully final pearls about the"
43587651,795025,"O",98411.39,"1995-10-28","5-LOW","Clerk#000006410",0," platelets sleep furiously. slyly ironic requests sleep quickly "
43587653,788045,"O",50452.63,"1995-06-15","2-HIGH","Clerk#000006720",0,"riously regular accounts. express requests impress sly"
43587682,1475272,"F",188521.14,"1995-01-18","4-NOT SPECIFIED","Clerk#000003550",0," furiously pending theodolites."
43587744,19093,"O",156901.19,"1995-12-13","1-URGENT","Clerk#000007811",0,"sly about the deposits. final, bold ac"
43587779,1415825,"O",84757.86,"1995-08-22","1-URGENT","Clerk#000006546",0," foxes cajole furiously. fluffily unusual asymptotes detect "
43587809,49849,"F",128528.92,"1995-04-12","2-HIGH","Clerk#000000783",0,"lly blithely regular ideas. express, ironic ideas above the carefully regula"
43587841,709375,"O",272889.37,"1995-08-19","1-URGENT","Clerk#000007564",0,"inst the express deposits. furiously bold dolphi"
